Order_ID,Customer_ID,Product_ID,Branch_ID,Agent_ID,Order_Date,Total_Value,Payment_Method,Down_Payment,Net_Financed,Months_Term,Interest_Rate,Monthly_Installment,Remaining_Balance,Days_Past_Due,Business_Channel,Sales_Platform,Currency,Next_Due_Date
ORD-403794,CUST-1323,PROD-113,BR-14,AG-54,"Thursday, August 3, 2023",36914.04,Cash,36914.04,0,12,0.15,0,2500.5,0,Retail,Website,EGP,9/2/2023
ORD-403795,CUST-1023,PROD-101,BR-17,AG-53,"Monday, October 2, 2023",78129.68,Installments,15625.94,62503.74,24,0.15,2604.32,28366.54,0,Retail,Website,EGP,11/1/2023
ORD-403796,CUST-1147,PROD-109,BR-12,AG-55,"Saturday, November 18, 2023",23226.36,Cash,23226.36,0,12,0.15,0,2500.5,0,Retail,Website,EGP,12/18/2023
ORD-403797,CUST-1445,PROD-107,BR-15,AG-55,"Wednesday, September 27, 2023",20332.61,Installments,4066.52,16266.09,12,0.15,1355.51,7288.34,0,Retail,Website,EGP,10/27/2023
ORD-403798,CUST-1460,PROD-105,BR-15,AG-50,"Saturday, April 8, 2023",45715.26,Cash,45715.26,0,0,0.15,0,0,0,Retail,Website,EGP,5/8/2023
ORD-403799,CUST-1104,PROD-102,BR-13,AG-51,"Friday, April 14, 2023",69051.58,Cash,69051.58,0,0,0.15,0,0,0,Retail,Website,EGP,5/14/2023
ORD-403800,CUST-1293,PROD-109,BR-17,AG-51,"Monday, November 20, 2023",75814.17,Installments,15162.83,60651.34,6,0.15,10108.56,6778.41,0,Retail,Website,EGP,12/20/2023
ORD-403801,CUST-1012,PROD-105,BR-10,AG-51,"Monday, June 19, 2023",28806.47,Installments,5761.29,23045.18,12,0.15,1920.43,9740.15,0,Retail,Website,EGP,7/19/2023
ORD-403802,CUST-1248,PROD-108,BR-15,AG-52,"Sunday, January 29, 2023",8768.67,Installments,1753.73,7014.94,24,0.15,292.29,4934.47,0,Retail,Website,EGP,2/28/2023
ORD-403803,CUST-1143,PROD-103,BR-14,AG-54,"Monday, June 5, 2023",58552.41,Cash,58552.41,0,0,0.15,0,0,15,Retail,Website,EGP,7/5/2023
ORD-403804,CUST-1321,PROD-110,BR-18,AG-50,"Tuesday, January 16, 2024",32653.48,Installments,6530.7,26122.78,24,0.15,1088.45,23669.09,0,Retail,Website,EGP,2/15/2024
ORD-403805,CUST-1232,PROD-101,BR-11,AG-52,"Thursday, December 21, 2023",9353.15,Cash,9353.15,0,0,0.15,0,0,3,Retail,Website,EGP,1/20/2024
ORD-403806,CUST-1069,PROD-102,BR-14,AG-53,"Wednesday, January 17, 2024",51520.84,Cash,51520.84,0,0,0.15,0,0,15,Retail,Website,EGP,2/16/2024
ORD-403807,CUST-1086,PROD-112,BR-15,AG-50,"Tuesday, February 7, 2023",19621.92,Installments,3924.38,15697.54,6,0.15,2616.26,3982.45,180,Retail,Website,EGP,3/9/2023
ORD-403808,CUST-1112,PROD-115,BR-11,AG-51,"Saturday, April 8, 2023",55846.88,Installments,11169.38,44677.5,6,0.15,7446.25,1292.94,0,Retail,Website,EGP,5/8/2023
ORD-403809,CUST-1349,PROD-113,BR-15,AG-50,"Wednesday, May 31, 2023",79829.28,Installments,15965.86,63863.42,12,0.15,5321.95,10238.63,0,Retail,Website,EGP,6/30/2023
ORD-403810,CUST-1142,PROD-102,BR-16,AG-53,"Thursday, May 11, 2023",71304.34,Cash,71304.34,0,0,0.15,0,0,0,Retail,Website,EGP,6/10/2023
ORD-403811,CUST-1143,PROD-110,BR-10,AG-54,"Thursday, April 6, 2023",58803.17,Cash,58803.17,0,12,0.15,0,2500.5,0,Retail,Website,EGP,5/6/2023
ORD-403812,CUST-1193,PROD-108,BR-14,AG-54,"Friday, January 12, 2024",77693.94,Cash,77693.94,0,0,0.15,0,0,0,Retail,Website,EGP,2/11/2024
ORD-403813,CUST-1455,PROD-101,BR-16,AG-52,"Friday, March 24, 2023",67451.12,Cash,67451.12,0,0,0.15,0,0,3,Retail,Website,EGP,4/23/2023
ORD-403814,CUST-1499,PROD-112,BR-14,AG-51,"Sunday, April 16, 2023",14018.92,Installments,2803.78,11215.14,6,0.15,1869.19,7723.2,0,Retail,Website,EGP,5/16/2023
ORD-403815,CUST-1340,PROD-102,BR-16,AG-54,"Friday, January 19, 2024",29154.27,Installments,5830.85,23323.42,6,0.15,3887.24,13882.89,0,Retail,Website,EGP,2/18/2024
ORD-403816,CUST-1447,PROD-103,BR-18,AG-51,"Wednesday, January 10, 2024",28314.18,Cash,28314.18,0,0,0.15,0,0,0,Retail,Website,EGP,2/9/2024
ORD-403817,CUST-1069,PROD-110,BR-18,AG-55,"Tuesday, August 22, 2023",50114.32,Cash,50114.32,0,0,0.15,0,0,0,Retail,Website,EGP,9/21/2023
ORD-403818,CUST-1161,PROD-107,BR-16,AG-50,"Wednesday, January 24, 2024",61680.33,Cash,61680.33,0,0,0.15,0,0,0,Retail,Website,EGP,2/23/2024
ORD-403819,CUST-1178,PROD-111,BR-17,AG-53,"Wednesday, May 10, 2023",21499.73,Cash,21499.73,0,0,0.15,0,0,0,Retail,Website,EGP,6/9/2023
ORD-403820,CUST-1482,PROD-111,BR-18,AG-50,"Saturday, October 7, 2023",26188.17,Installments,5237.63,20950.54,24,0.15,872.94,16530.59,0,Retail,Website,EGP,11/6/2023
ORD-403821,CUST-1151,PROD-101,BR-12,AG-53,"Saturday, August 26, 2023",40959.7,Cash,40959.7,0,0,0.15,0,0,0,Retail,Website,EGP,9/25/2023
ORD-403822,CUST-1425,PROD-114,BR-17,AG-54,"Monday, March 6, 2023",36251.64,Installments,7250.33,29001.31,24,0.15,1208.39,18561.98,0,Retail,Website,EGP,4/5/2023
ORD-403823,CUST-1154,PROD-105,BR-13,AG-53,"Tuesday, October 31, 2023",65247,Installments,13049.4,52197.6,12,0.15,4349.8,13376.76,0,Retail,Website,EGP,11/30/2023
ORD-403824,CUST-1393,PROD-113,BR-14,AG-55,"Thursday, January 26, 2023",WRONG_DATA,Cash,65205.29,0,0,0.15,0,0,0,Retail,Website,EGP,2/25/2023
ORD-403825,CUST-1167,PROD-101,BR-17,AG-53,"Saturday, July 8, 2023",36216.87,Installments,7243.37,28973.5,6,0.15,4828.92,2000.6,0,Retail,Website,EGP,8/7/2023
ORD-403826,CUST-1404,PROD-103,BR-15,AG-51,"Tuesday, July 25, 2023",62225.58,Cash,62225.58,0,12,0.15,0,2500.5,75,Retail,Website,EGP,8/24/2023
ORD-403827,CUST-1428,PROD-109,BR-15,AG-55,"Saturday, October 28, 2023",70381.56,Cash,70381.56,0,0,0.15,0,0,180,Retail,Website,EGP,11/27/2023
ORD-403828,CUST-1064,PROD-103,BR-10,AG-52,"Monday, April 3, 2023",69364.1,Installments,13872.82,55491.28,6,0.15,9248.55,44706.76,0,Retail,Website,EGP,5/3/2023
ORD-403829,CUST-1378,PROD-109,BR-16,AG-53,"Thursday, July 6, 2023",19388.7,Installments,3877.74,15510.96,12,0.15,1292.58,9939.66,0,Retail,Website,EGP,8/5/2023
ORD-403830,CUST-1092,PROD-108,BR-14,AG-55,"Saturday, September 16, 2023",14201.44,Installments,2840.29,11361.15,6,0.15,1893.53,3619.64,0,Retail,Website,EGP,10/16/2023
ORD-403831,CUST-1052,PROD-106,BR-12,AG-50,"Friday, February 2, 2024",26786.92,Cash,26786.92,0,0,0.15,0,0,0,Retail,Website,EGP,3/3/2024
ORD-403832,CUST-1137,PROD-108,BR-15,AG-54,"Monday, July 24, 2023",33867.58,Installments,6773.52,27094.06,24,0.15,1128.92,20047.16,0,Retail,Website,EGP,8/23/2023
ORD-403833,CUST-1296,PROD-109,BR-16,AG-54,"Sunday, October 22, 2023",64379.24,Installments,12875.85,51503.39,6,0.15,8583.9,7150.31,0,Retail,Website,EGP,11/21/2023
ORD-403834,CUST-1205,PROD-110,BR-15,AG-55,"Thursday, June 15, 2023",73039.29,Installments,14607.86,58431.43,24,0.15,2434.64,5427.16,0,Retail,Website,EGP,7/15/2023
ORD-403835,CUST-1203,PROD-108,BR-18,AG-55,"Thursday, December 28, 2023",40662.13,Installments,8132.43,32529.7,6,0.15,5421.62,25803.44,0,Retail,Website,EGP,1/27/2024
ORD-403836,CUST-1102,PROD-111,BR-11,AG-52,"Thursday, July 20, 2023",30692.16,Cash,30692.16,0,0,0.15,0,0,0,Retail,Website,EGP,8/19/2023
ORD-403837,CUST-1163,PROD-102,BR-17,AG-50,"Saturday, July 1, 2023",41464.25,Installments,8292.85,33171.4,24,0.15,1382.14,22138.33,3,Retail,Website,EGP,7/31/2023
ORD-403838,CUST-1224,PROD-106,BR-12,AG-52,"Sunday, February 26, 2023",48809.29,Cash,48809.29,0,0,0.15,0,0,0,Retail,Website,EGP,3/28/2023
ORD-403839,CUST-1244,PROD-104,BR-11,AG-54,"Monday, April 24, 2023",71823.18,Installments,14364.64,57458.54,6,0.15,9576.42,19569.52,0,Retail,Website,EGP,5/24/2023
ORD-403840,CUST-1191,PROD-108,BR-18,AG-54,"Monday, May 8, 2023",41615.44,Installments,8323.09,33292.35,12,0.15,2774.36,990.37,0,Retail,Website,EGP,6/7/2023
ORD-403841,CUST-1141,PROD-107,BR-10,AG-52,"Wednesday, June 28, 2023",31404.05,Cash,31404.05,0,0,0.15,0,0,0,Retail,Website,EGP,7/28/2023
ORD-403842,CUST-1295,PROD-105,BR-14,AG-53,"Sunday, November 19, 2023",62300.23,Cash,62300.23,0,0,0.15,0,0,0,Retail,Website,EGP,12/19/2023
ORD-403843,CUST-1459,PROD-102,BR-10,AG-55,"Sunday, July 9, 2023",23485.31,Cash,23485.31,0,0,0.15,0,0,0,Retail,Website,EGP,8/8/2023
ORD-403844,CUST-1474,PROD-107,BR-13,AG-51,"Monday, December 4, 2023",75265.1,Cash,75265.1,0,0,0.15,0,0,0,Retail,Website,EGP,1/3/2024
ORD-403845,CUST-1247,PROD-105,BR-18,AG-55,"Tuesday, December 19, 2023",74760.97,Installments,14952.19,59808.78,12,0.15,4984.06,1038.36,0,Retail,Website,EGP,1/18/2024
ORD-403846,CUST-1154,PROD-102,BR-15,AG-50,"Tuesday, August 8, 2023",51682.7,Cash,51682.7,0,0,0.15,0,0,15,Retail,Website,EGP,9/7/2023
ORD-403847,CUST-1426,PROD-109,BR-14,AG-50,"Thursday, February 9, 2023",23591.31,Installments,4718.26,18873.05,6,0.15,3145.51,18805.41,0,Retail,Website,EGP,3/11/2023
ORD-403848,CUST-1049,PROD-114,BR-14,AG-53,"Monday, March 27, 2023",36151.06,Installments,7230.21,28920.85,6,0.15,4820.14,16084.45,0,Retail,Website,EGP,4/26/2023
ORD-403849,CUST-1341,PROD-109,BR-12,AG-55,"Saturday, August 19, 2023",20410.07,Installments,4082.01,16328.06,24,0.15,680.34,13754.23,180,Retail,Website,EGP,9/18/2023
ORD-403850,CUST-1406,PROD-105,BR-15,AG-52,"Thursday, March 2, 2023",77581.29,Cash,77581.29,0,0,0.15,0,0,0,Retail,Website,EGP,4/1/2023
ORD-403851,CUST-1160,PROD-106,BR-14,AG-52,"Monday, May 22, 2023",26027.69,Installments,5205.54,20822.15,6,0.15,3470.36,18038.27,0,Retail,Website,EGP,6/21/2023
ORD-403852,CUST-1128,PROD-102,BR-18,AG-53,"Tuesday, June 6, 2023",78148.75,Cash,78148.75,0,0,0.15,0,0,0,Retail,Website,EGP,7/6/2023
ORD-403853,CUST-1157,PROD-113,BR-10,AG-55,"Thursday, August 10, 2023",27358.31,Installments,5471.66,21886.65,6,0.15,3647.78,17534.53,0,Retail,Website,EGP,9/9/2023
ORD-403854,CUST-1487,PROD-103,BR-14,AG-51,"Wednesday, June 21, 2023",36694.84,Installments,7338.97,29355.87,6,0.15,4892.64,19400.38,0,Retail,Website,EGP,7/21/2023
ORD-403855,CUST-1133,PROD-109,BR-13,AG-50,"Monday, January 9, 2023",47906.61,Installments,9581.32,38325.29,6,0.15,6387.55,-150.75,0,Retail,Website,EGP,2/8/2023
ORD-403856,CUST-1441,PROD-114,BR-13,AG-52,"Tuesday, January 23, 2024",57647.65,Installments,11529.53,46118.12,6,0.15,7686.35,32396.74,180,Retail,Website,EGP,2/22/2024
ORD-403857,CUST-1044,PROD-107,BR-10,AG-53,"Monday, March 20, 2023",WRONG_DATA,Installments,4813.9,19255.58,24,0.15,802.32,2113.8,0,Retail,Website,EGP,4/19/2023
ORD-403858,CUST-1048,PROD-106,BR-15,AG-53,"Friday, June 30, 2023",46492.7,Installments,9298.54,37194.16,12,0.15,3099.51,20623.61,0,Retail,Website,EGP,7/30/2023
ORD-403859,CUST-1092,PROD-111,BR-15,AG-54,"Saturday, September 30, 2023",44025.04,Cash,44025.04,0,0,0.15,0,0,0,Retail,Website,EGP,10/30/2023
ORD-403860,CUST-1125,PROD-110,BR-13,AG-55,"Friday, October 6, 2023",41822.2,Installments,8364.44,33457.76,24,0.15,1394.07,13766.68,0,Retail,Website,EGP,11/5/2023
ORD-403861,CUST-1257,PROD-104,BR-12,AG-55,"Sunday, February 4, 2024",43001.42,Installments,8600.28,34401.14,12,0.15,2866.76,16100.95,0,Retail,Website,EGP,3/5/2024
ORD-403862,CUST-1445,PROD-103,BR-18,AG-50,"Saturday, January 21, 2023",18008.1,Installments,3601.62,14406.48,12,0.15,1200.54,8592.86,0,Retail,Website,EGP,2/20/2023
ORD-403863,CUST-1443,PROD-112,BR-17,AG-52,"Saturday, August 5, 2023",55076.22,Installments,11015.24,44060.98,6,0.15,7343.5,43454.74,0,Retail,Website,EGP,9/4/2023
ORD-403864,CUST-1220,PROD-115,BR-15,AG-55,"Wednesday, December 20, 2023",46559.75,Cash,46559.75,0,12,0.15,0,2500.5,0,Retail,Website,EGP,1/19/2024
ORD-403865,CUST-1165,PROD-105,BR-17,AG-52,"Friday, July 14, 2023",43574.1,Installments,8714.82,34859.28,12,0.15,2904.94,25679.01,0,Retail,Website,EGP,8/13/2023
ORD-403866,CUST-1375,PROD-108,BR-16,AG-53,"Saturday, July 29, 2023",34784.89,Installments,6956.98,27827.91,12,0.15,2318.99,23345.2,0,Retail,Website,EGP,8/28/2023
ORD-403867,CUST-1074,PROD-107,BR-17,AG-52,"Wednesday, May 17, 2023",37114.36,Installments,7422.87,29691.49,6,0.15,4948.58,23835.33,0,Retail,Website,EGP,6/16/2023
ORD-403868,CUST-1491,PROD-100,BR-11,AG-54,"Sunday, July 16, 2023",51933.89,Cash,51933.89,0,0,0.15,0,0,0,Retail,Website,EGP,8/15/2023
ORD-403869,CUST-1218,PROD-113,BR-11,AG-54,"Wednesday, April 5, 2023",WRONG_DATA,Installments,12478.92,49915.66,24,0.15,2079.82,44763,0,Retail,Website,EGP,5/5/2023
ORD-403870,CUST-1019,PROD-104,BR-11,AG-53,"Wednesday, December 6, 2023",44211.45,Cash,44211.45,0,0,0.15,0,0,3,Retail,Website,EGP,1/5/2024
ORD-403871,CUST-1102,PROD-100,BR-16,AG-55,"Monday, January 15, 2024",19703.84,Cash,19703.84,0,0,0.15,0,0,0,Retail,Website,EGP,2/14/2024
ORD-403872,CUST-1142,PROD-105,BR-16,AG-52,"Tuesday, March 21, 2023",16670.92,Cash,16670.92,0,0,0.15,0,0,0,Retail,Website,EGP,4/20/2023
ORD-403873,CUST-1226,PROD-108,BR-15,AG-50,"Tuesday, November 28, 2023",46229.89,Installments,9245.98,36983.91,6,0.15,6163.99,24777.69,0,Retail,Website,EGP,12/28/2023
ORD-403874,CUST-1334,PROD-101,BR-13,AG-55,"Saturday, January 28, 2023",25167.75,Installments,5033.55,20134.2,12,0.15,1677.85,19893.03,0,Retail,Website,EGP,2/27/2023
ORD-403875,CUST-1170,PROD-112,BR-15,AG-51,"Thursday, February 23, 2023",75007.46,Cash,75007.46,0,0,0.15,0,0,0,Retail,Website,EGP,3/25/2023
ORD-403876,CUST-1451,PROD-105,BR-17,AG-51,"Monday, June 12, 2023",45382.87,Installments,9076.57,36306.3,24,0.15,1512.76,1169.6,0,Retail,Website,EGP,7/12/2023
ORD-403877,CUST-1273,PROD-108,BR-18,AG-55,"Tuesday, August 22, 2023",45075.82,Installments,9015.16,36060.66,6,0.15,6010.11,24794.33,0,Retail,Website,EGP,9/21/2023
ORD-403878,CUST-1125,PROD-102,BR-18,AG-51,"Saturday, December 23, 2023",76409.6,Installments,15281.92,61127.68,24,0.15,2546.99,29702.68,0,Retail,Website,EGP,1/22/2024
ORD-403879,CUST-1126,PROD-100,BR-13,AG-50,"Wednesday, January 31, 2024",57872.98,Installments,11574.6,46298.38,24,0.15,1929.1,575.76,0,Retail,Website,EGP,3/1/2024
ORD-403880,CUST-1394,PROD-112,BR-11,AG-51,"Saturday, April 15, 2023",41483.57,Installments,8296.71,33186.86,24,0.15,1382.79,15686.74,0,Retail,Website,EGP,5/15/2023
ORD-403881,CUST-1426,PROD-110,BR-17,AG-55,"Thursday, December 14, 2023",8144.95,Cash,8144.95,0,0,0.15,0,0,0,Retail,Website,EGP,1/13/2024
ORD-403882,CUST-1042,PROD-107,BR-12,AG-55,"Friday, March 3, 2023",61420.73,Installments,12284.15,49136.58,12,0.15,4094.72,5921.61,0,Retail,Website,EGP,4/2/2023
ORD-403883,CUST-1385,PROD-106,BR-18,AG-55,"Tuesday, September 5, 2023",29293.89,Cash,29293.89,0,0,0.15,0,0,0,Retail,Website,EGP,10/5/2023
ORD-403884,CUST-1295,PROD-100,BR-12,AG-52,"Sunday, January 7, 2024",44260.59,Installments,8852.12,35408.47,24,0.15,1475.35,22530.14,0,Retail,Website,EGP,2/6/2024
ORD-403885,CUST-1234,PROD-100,BR-16,AG-52,"Tuesday, June 20, 2023",41651.87,Installments,8330.37,33321.5,6,0.15,5553.58,15809.77,0,Retail,Website,EGP,7/20/2023
ORD-403886,CUST-1135,PROD-113,BR-15,AG-51,"Saturday, October 14, 2023",43674.56,Installments,8734.91,34939.65,6,0.15,5823.27,24380.29,180,Retail,Website,EGP,11/13/2023
ORD-403887,CUST-1414,PROD-102,BR-11,AG-51,"Wednesday, May 10, 2023",58347.64,Cash,58347.64,0,12,0.15,0,2500.5,0,Retail,Website,EGP,6/9/2023
ORD-403888,CUST-1451,PROD-101,BR-12,AG-50,"Friday, February 3, 2023",20877.39,Cash,20877.39,0,0,0.15,0,0,0,Retail,Website,EGP,3/5/2023
ORD-403889,CUST-1380,PROD-115,BR-12,AG-54,"Wednesday, September 6, 2023",33027.1,Cash,33027.1,0,12,0.15,0,2500.5,0,Retail,Website,EGP,10/6/2023
ORD-403890,CUST-1195,PROD-114,BR-11,AG-51,"Monday, January 29, 2024",72766.97,Installments,14553.39,58213.58,24,0.15,2425.57,11774.03,0,Retail,Website,EGP,2/28/2024
ORD-403891,CUST-1104,PROD-108,BR-10,AG-50,"Sunday, August 13, 2023",14276.79,Installments,2855.36,11421.43,6,0.15,1903.57,6743.73,0,Retail,Website,EGP,9/12/2023
ORD-403892,CUST-1367,PROD-114,BR-18,AG-52,"Tuesday, February 14, 2023",20511.28,Installments,4102.26,16409.02,24,0.15,683.71,9678.27,3,Retail,Website,EGP,3/16/2023
ORD-403893,CUST-1213,PROD-102,BR-14,AG-54,"Sunday, February 26, 2023",10439.51,Cash,10439.51,0,12,0.15,0,2500.5,0,Retail,Website,EGP,3/28/2023
ORD-403894,CUST-1388,PROD-108,BR-16,AG-53,"Saturday, February 3, 2024",60172.47,Cash,60172.47,0,0,0.15,0,0,0,Retail,Website,EGP,3/4/2024
ORD-403895,CUST-1306,PROD-109,BR-13,AG-52,"Wednesday, October 25, 2023",42073.71,Installments,8414.74,33658.97,24,0.15,1402.46,12865.42,0,Retail,Website,EGP,11/24/2023
ORD-403896,CUST-1022,PROD-100,BR-17,AG-50,"Saturday, July 15, 2023",61057.75,Installments,12211.55,48846.2,6,0.15,8141.03,11188.77,0,Retail,Website,EGP,8/14/2023
ORD-403897,CUST-1018,PROD-108,BR-13,AG-53,"Monday, September 11, 2023",15703.26,Installments,3140.65,12562.61,12,0.15,1046.88,1880.58,0,Retail,Website,EGP,10/11/2023
ORD-403898,CUST-1418,PROD-101,BR-12,AG-54,"Tuesday, November 14, 2023",32505.09,Installments,6501.02,26004.07,6,0.15,4334.01,15837.2,0,Retail,Website,EGP,12/14/2023
ORD-403899,CUST-1027,PROD-114,BR-11,AG-55,"Thursday, January 12, 2023",74231.36,Installments,14846.27,59385.09,12,0.15,4948.76,21212.27,0,Retail,Website,EGP,2/11/2023
ORD-403900,CUST-1243,PROD-103,BR-11,AG-55,"Saturday, July 29, 2023",59637.29,Installments,11927.46,47709.83,6,0.15,7951.64,3716.49,0,Retail,Website,EGP,8/28/2023
ORD-403901,CUST-1194,PROD-104,BR-18,AG-50,"Tuesday, January 31, 2023",73336.44,Installments,14667.29,58669.15,6,0.15,9778.19,56470.42,0,Retail,Website,EGP,3/2/2023
ORD-403902,CUST-1099,PROD-102,BR-13,AG-55,"Thursday, January 5, 2023",78070.72,Installments,15614.14,62456.58,12,0.15,5204.72,53518.74,0,Retail,Website,EGP,2/4/2023
ORD-403903,CUST-1286,PROD-115,BR-17,AG-51,"Wednesday, November 8, 2023",52889.41,Installments,10577.88,42311.53,12,0.15,3525.96,30363.7,0,Retail,Website,EGP,12/8/2023
ORD-403904,CUST-1483,PROD-106,BR-16,AG-51,"Thursday, December 14, 2023",58405.27,Cash,58405.27,0,0,0.15,0,0,3,Retail,Website,EGP,1/13/2024
ORD-403905,CUST-1455,PROD-103,BR-11,AG-52,"Friday, August 4, 2023",14043.82,Cash,14043.82,0,0,0.15,0,0,0,Retail,Website,EGP,9/3/2023
ORD-403906,CUST-1497,PROD-110,BR-16,AG-55,"Saturday, June 3, 2023",64996.11,Installments,12999.22,51996.89,12,0.15,4333.07,29654.3,0,Retail,Website,EGP,7/3/2023
ORD-403907,CUST-1083,PROD-111,BR-15,AG-51,"Thursday, July 6, 2023",NULL_VAL,Installments,2352.03,9408.11,6,0.15,1568.02,1673.55,0,Retail,Website,EGP,8/5/2023
ORD-403908,CUST-1062,PROD-100,BR-10,AG-50,"Saturday, February 11, 2023",78994.31,Installments,15798.86,63195.45,6,0.15,10532.57,24754.64,0,Retail,Website,EGP,3/13/2023
ORD-403909,CUST-1108,PROD-101,BR-10,AG-54,"Tuesday, December 26, 2023",16440.41,Installments,3288.08,13152.33,12,0.15,1096.03,12146.15,0,Retail,Website,EGP,1/25/2024
ORD-403910,CUST-1122,PROD-113,BR-12,AG-54,"Friday, May 5, 2023",45925.77,Installments,9185.15,36740.62,24,0.15,1530.86,33561.86,0,Retail,Website,EGP,6/4/2023
ORD-403911,CUST-1218,PROD-104,BR-14,AG-54,"Monday, September 4, 2023",23541.72,Installments,4708.34,18833.38,24,0.15,784.72,1770.2,0,Retail,Website,EGP,10/4/2023
ORD-403912,CUST-1319,PROD-113,BR-16,AG-52,"Wednesday, February 22, 2023",49172.22,Installments,9834.44,39337.78,24,0.15,1639.07,18287.81,0,Retail,Website,EGP,3/24/2023
ORD-403913,CUST-1139,PROD-112,BR-16,AG-55,"Sunday, December 17, 2023",27082.4,Installments,5416.48,21665.92,24,0.15,902.75,8944.66,3,Retail,Website,EGP,1/16/2024
ORD-403914,CUST-1432,PROD-111,BR-15,AG-51,"Monday, January 23, 2023",72828.71,Cash,72828.71,0,0,0.15,0,0,0,Retail,Website,EGP,2/22/2023
ORD-403915,CUST-1216,PROD-103,BR-14,AG-52,"Saturday, December 16, 2023",60160.21,Installments,12032.04,48128.17,12,0.15,4010.68,3045.46,0,Retail,Website,EGP,1/15/2024
ORD-403916,CUST-1057,PROD-109,BR-11,AG-51,"Sunday, February 5, 2023",22298.14,Installments,4459.63,17838.51,12,0.15,1486.54,11705.21,0,Retail,Website,EGP,3/7/2023
ORD-403917,CUST-1212,PROD-102,BR-13,AG-53,"Monday, June 12, 2023",72986.19,Installments,14597.24,58388.95,6,0.15,9731.49,5333.87,0,Retail,Website,EGP,7/12/2023
ORD-403918,CUST-1055,PROD-110,BR-17,AG-55,"Saturday, April 8, 2023",24711.08,Installments,4942.22,19768.86,12,0.15,1647.4,15941.09,0,Retail,Website,EGP,5/8/2023
ORD-403919,CUST-1485,PROD-113,BR-10,AG-55,"Tuesday, May 23, 2023",11008.77,Cash,11008.77,0,0,0.15,0,0,0,Retail,Website,EGP,6/22/2023
ORD-403920,CUST-1431,PROD-113,BR-10,AG-54,"Thursday, August 31, 2023",47919.07,Installments,9583.81,38335.26,6,0.15,6389.21,1522.42,0,Retail,Website,EGP,9/30/2023
ORD-403921,CUST-1338,PROD-100,BR-13,AG-51,"Wednesday, January 4, 2023",42181.7,Installments,8436.34,33745.36,24,0.15,1406.06,21590.58,0,Retail,Website,EGP,2/3/2023
ORD-403922,CUST-1483,PROD-103,BR-14,AG-50,"Wednesday, February 22, 2023",50773.13,Cash,50773.13,0,0,0.15,0,0,0,Retail,Website,EGP,3/24/2023
ORD-403923,CUST-1290,PROD-110,BR-18,AG-50,"Friday, September 29, 2023",59259.45,Installments,11851.89,47407.56,6,0.15,7901.26,24878.59,0,Retail,Website,EGP,10/29/2023
ORD-403924,CUST-1295,PROD-113,BR-12,AG-50,"Sunday, June 4, 2023",42438.96,Installments,8487.79,33951.17,6,0.15,5658.53,33468.64,75,Retail,Website,EGP,7/4/2023
ORD-403925,CUST-1016,PROD-114,BR-13,AG-50,"Friday, January 27, 2023",73602.1,Installments,14720.42,58881.68,24,0.15,2453.4,54599.54,0,Retail,Website,EGP,2/26/2023
ORD-403926,CUST-1113,PROD-111,BR-15,AG-54,"Tuesday, June 20, 2023",9938.8,Cash,9938.8,0,0,0.15,0,0,0,Retail,Website,EGP,7/20/2023
ORD-403927,CUST-1101,PROD-102,BR-15,AG-52,"Sunday, December 17, 2023",7331.7,Cash,7331.7,0,0,0.15,0,0,0,Retail,Website,EGP,1/16/2024
ORD-403928,CUST-1477,PROD-114,BR-17,AG-55,"Tuesday, October 10, 2023",57415.19,Cash,57415.19,0,0,0.15,0,0,0,Retail,Website,EGP,11/9/2023
ORD-403929,CUST-1021,PROD-110,BR-15,AG-52,"Friday, June 30, 2023",5421.92,Cash,5421.92,0,0,0.15,0,0,3,Retail,Website,EGP,7/30/2023
ORD-403930,CUST-1132,PROD-104,BR-15,AG-55,"Monday, May 8, 2023",68401.92,Installments,13680.38,54721.54,6,0.15,9120.26,11845.68,0,Retail,Website,EGP,6/7/2023
ORD-403931,CUST-1020,PROD-109,BR-13,AG-50,"Monday, September 18, 2023",56800.79,Installments,11360.16,45440.63,24,0.15,1893.36,42540.66,0,Retail,Website,EGP,10/18/2023
ORD-403932,CUST-1141,PROD-101,BR-14,AG-53,"Thursday, September 28, 2023",71720.19,Installments,14344.04,57376.15,24,0.15,2390.67,14712.61,0,Retail,Website,EGP,10/28/2023
ORD-403933,CUST-1188,PROD-111,BR-13,AG-53,"Wednesday, May 31, 2023",66001.11,Installments,13200.22,52800.89,12,0.15,4400.07,14492.26,3,Retail,Website,EGP,6/30/2023
ORD-403934,CUST-1106,PROD-102,BR-14,AG-50,"Sunday, August 27, 2023",60326.73,Installments,12065.35,48261.38,6,0.15,8043.56,20643.24,0,Retail,Website,EGP,9/26/2023
ORD-403935,CUST-1032,PROD-114,BR-18,AG-50,"Sunday, May 7, 2023",63329.77,Installments,12665.95,50663.82,6,0.15,8443.97,37322.5,0,Retail,Website,EGP,6/6/2023
ORD-403936,CUST-1360,PROD-106,BR-10,AG-52,"Tuesday, March 21, 2023",78601.89,Cash,78601.89,0,0,0.15,0,0,0,Retail,Website,EGP,4/20/2023
ORD-403937,CUST-1330,PROD-113,BR-10,AG-54,"Wednesday, September 27, 2023",75871.43,Installments,15174.29,60697.14,12,0.15,5058.09,39782.11,75,Retail,Website,EGP,10/27/2023
