Order_ID,Customer_ID,Product_ID,Branch_ID,Agent_ID,Order_Date,Total_Value,Payment_Method,Down_Payment,Net_Financed,Months_Term,Interest_Rate,Monthly_Installment,Remaining_Balance,Days_Past_Due,Currency,Next_Due_Date
ORD-11375,CUST-687,PROD-180,BR-5,AG-22,6/18/2024,55579.25,Installments,11115.85,44463.4,12,0.2,3705.28,22231.7,0,EGP,4/4/2026
ORD-11376,CUST-716,PROD-140,BR-4,AG-7,11/26/2024,89824.73,Installments,17964.95,71859.78,12,0.2,5988.32,35929.89,0,EGP,4/4/2026
ORD-11377,CUST-708,PROD-124,BR-10,AG-3,7/4/2024,10630.49,Installments,2126.1,8504.39,12,0.2,708.7,4252.2,0,EGP,4/4/2026
ORD-11378,CUST-711,PROD-132,BR-3,AG-5,1/11/2025,47485.75,Installments,9497.15,37988.6,12,0.2,3165.72,18994.3,0,EGP,4/4/2026
ORD-11379,CUST-426,PROD-144,BR-3,AG-20,12/9/2024,73577.73,Installments,14715.55,58862.18,12,0.2,4905.18,29431.09,0,EGP,4/4/2026
ORD-11380,CUST-933,PROD-68,BR-9,AG-4,2/2/2024,31330.76,Cash,31330.76,0,0,0,0,0,0,EGP,
ORD-11381,CUST-218,PROD-82,BR-7,AG-12,6/4/2024,26822.6,Installments,5364.52,21458.08,12,0.2,1788.17,10729.04,0,EGP,4/4/2026
ORD-11382,CUST-255,PROD-125,BR-5,AG-5,4/19/2024,83550.88,Installments,16710.18,66840.7,12,0.2,5570.06,33420.35,0,EGP,4/4/2026
ORD-11383,CUST-268,PROD-78,BR-4,AG-14,9/29/2024,85111.77,Cash,85111.77,0,0,0,0,0,0,EGP,
ORD-11384,CUST-672,PROD-172,BR-1,AG-13,8/2/2024,44196.59,Installments,8839.32,35357.27,12,0.2,2946.44,17678.64,15,EGP,4/4/2026
ORD-11385,CUST-660,PROD-85,BR-7,AG-24,11/30/2024,72196.19,Cash,72196.19,0,0,0,0,0,0,EGP,
ORD-11386,CUST-461,PROD-77,BR-10,AG-3,12/20/2024,23127.37,Installments,4625.47,18501.9,12,0.2,1541.82,9250.95,0,EGP,4/4/2026
ORD-11387,CUST-576,PROD-68,BR-4,AG-21,7/2/2024,89398.17,Installments,17879.63,71518.54,12,0.2,5959.88,35759.27,0,EGP,4/4/2026
ORD-11388,CUST-283,PROD-83,BR-1,AG-2,2/2/2025,83788.84,Installments,16757.77,67031.07,12,0.2,5585.92,33515.54,0,EGP,4/4/2026
ORD-11389,CUST-352,PROD-159,BR-1,AG-25,1/24/2024,36531.87,Installments,7306.37,29225.5,12,0.2,2435.46,14612.75,0,EGP,4/4/2026
ORD-11390,CUST-263,PROD-78,BR-10,AG-13,2/28/2024,74059.16,Installments,14811.83,59247.33,12,0.2,4937.28,29623.66,15,EGP,4/4/2026
ORD-11391,CUST-888,PROD-189,BR-10,AG-6,2/6/2024,46296.98,Installments,9259.4,37037.58,12,0.2,3086.47,18518.79,0,EGP,4/4/2026
ORD-11392,CUST-326,PROD-160,BR-7,AG-4,1/21/2025,35884.69,Installments,7176.94,28707.75,12,0.2,2392.31,14353.88,15,egp,4/4/2026
ORD-11393,CUST-534,PROD-128,BR-7,AG-4,8/11/2024,80258.38,Installments,16051.68,64206.7,12,0.2,5350.56,32103.35,0,EGP,4/4/2026
ORD-11394,CUST-847,PROD-152,BR-10,AG-9,6/23/2024,72204.66,Installments,14440.93,57763.73,12,0.2,4813.64,28881.86,15,EGP,4/4/2026
ORD-11395,CUST-563,PROD-159,BR-8,AG-25,9/16/2024,61952.2,Installments,12390.44,49561.76,12,0.2,4130.15,24780.88,0,EGP,4/4/2026
ORD-11396,CUST-651,PROD-58,BR-10,AG-16,4/7/2024,69969.62,Installments,13993.92,55975.7,12,0.2,4664.64,27987.85,0,EGP,1/1/1900
ORD-11397,CUST-732,PROD-133,BR-5,AG-15,7/29/2024,56596.53,Cash,56596.53,0,0,0,0,0,0,EGP,
ORD-11398,CUST-324,PROD-130,BR-1,AG-9,3/23/2024,15634.85,Installments,3126.97,12507.88,12,0.2,0,6253.94,0,EGP,4/4/2026
ORD-11399,CUST-318,PROD-72,BR-3,AG-8,10/2/2024,49640.13,Installments,9928.03,39712.1,12,0.2,3309.34,19856.05,0,EGP,4/4/2026
ORD-11400,CUST-128,PROD-82,BR-7,AG-24,10/30/2024,88538.54,Installments,17707.71,70830.83,12,0.2,5902.57,35415.42,120,EGP,4/4/2026
ORD-11401,CUST-861,PROD-63,BR-10,AG-7,7/25/2024,57791.25,Installments,11558.25,46233,12,0.2,3852.75,23116.5,0,EGP,4/4/2026
ORD-11402,CUST-945,PROD-107,BR-10,AG-25,12/20/2024,11090.86,Cash,11090.86,0,0,0,0,0,0,Pound,
ORD-11403,CUST-733,PROD-151,BR-2,AG-19,1/28/2025,77485.94,Installments,15497.19,61988.75,12,0.2,5165.73,30994.38,0,egp,4/4/2026
ORD-11404,CUST-274,PROD-139,BR-7,AG-17,11/17/2024,65492.8,Installments,13098.56,52394.24,12,0.2,4366.19,26197.12,0,EGP,4/4/2026
ORD-11405,CUST-656,PROD-191,BR-1,AG-10,12/30/2028,29415.4,Installments,5883.08,23532.32,12,0.2,1961.03,11766.16,15,EGP,4/4/2026
ORD-11406,CUST-847,PROD-187,BR-9,AG-20,2/1/2025,80715.11,Installments,16143.02,64572.09,12,0.2,5381.01,32286.04,0,EGP,4/4/2026
ORD-11407,CUST-257,PROD-83,BR-4,AG-2,7/27/2024,75950.44,Installments,15190.09,60760.35,12,0.2,5063.36,30380.18,15,Pound,4/4/2026
ORD-11408,CUST-763,PROD-122,BR-5,AG-2,3/29/2024,32127.63,Installments,6425.53,25702.1,12,0.2,2141.84,12851.05,120,EGP,4/4/2026
ORD-11409,CUST-258,PROD-134,BR-2,AG-20,11/25/2024,74013.1,Cash,74013.1,0,0,0,0,0,0,EGP,
ORD-11410,CUST-944,PROD-85,BR-8,AG-7,1/5/2025,20473.74,Installments,4094.75,16378.99,12,0.2,1364.92,8189.5,0,EGP,4/4/2026
ORD-11411,CUST-997,PROD-190,BR-4,AG-22,3/8/2024,13699.08,Installments,2739.82,10959.26,12,0.2,913.27,5479.63,0,EGP,4/4/2026
ORD-11412,CUST-552,PROD-77,BR-1,AG-25,4/9/2024,25856,Installments,5171.2,20684.8,12,0.2,1723.73,10342.4,0,Pound,4/4/2026
ORD-11413,CUST-272,PROD-163,BR-4,AG-9,1/5/2024,65602.75,Installments,13120.55,52482.2,12,0.2,4373.52,26241.1,0,egp,4/4/2026
ORD-11414,CUST-640,PROD-114,BR-7,AG-19,6/1/2024,38814.31,Cash,38814.31,0,0,0,0,0,0,EGP,
ORD-11415,CUST-429,PROD-194,BR-7,AG-4,1/19/2025,15605.63,Installments,3121.13,12484.5,12,0.2,1040.38,6242.25,0,EGP,4/4/2026
ORD-11416,CUST-361,PROD-104,BR-8,AG-17,8/30/2024,62073.75,Installments,12414.75,49659,12,0.2,4138.25,24829.5,0,EGP,4/4/2026
ORD-11417,CUST-695,PROD-199,BR-10,AG-15,11/29/2024,38704.61,Cash,38704.61,0,0,0,0,0,0,EGP,
ORD-11418,CUST-321,PROD-144,BR-7,AG-18,1/2/2024,39602.87,Installments,7920.57,31682.3,12,0.2,2640.19,15841.15,45,EGP,4/4/2026
ORD-11419,CUST-223,PROD-74,BR-4,AG-21,9/20/2024,72840.14,Installments,14568.03,58272.11,12,0.2,4856.01,29136.06,15,EGP,4/4/2026
ORD-11420,CUST-249,PROD-79,BR-6,AG-14,7/20/2024,19226.29,Installments,3845.26,15381.03,12,0.2,1281.75,7690.52,0,egp,4/4/2026
ORD-11421,CUST-865,PROD-80,BR-10,AG-22,1/11/2024,49531.57,Cash,49531.57,0,0,0,0,0,0,EGP,
ORD-11422,CUST-498,PROD-145,BR-10,AG-3,11/10/2024,23671.58,Installments,4734.32,18937.26,12,0.2,1578.11,9468.63,0,EGP,4/4/2026
ORD-11423,CUST-390,PROD-189,BR-2,AG-23,1/26/2024,70705.75,Cash,70705.75,0,0,0,0,0,0,EGP,
ORD-11424,CUST-653,PROD-155,BR-10,AG-8,12/20/2024,62937.17,Cash,62937.17,0,0,0,0,0,0,EGP,
ORD-11425,CUST-989,PROD-118,BR-10,AG-24,9/20/2024,42274.99,Installments,8455,33819.99,12,0.2,2818.33,16910,0,EGP,4/4/2026
ORD-11426,CUST-321,PROD-133,BR-9,AG-3,8/25/2024,59793.76,Installments,11958.75,47835.01,12,0.2,3986.25,23917.5,0,EGP,4/4/2026
ORD-11427,CUST-498,PROD-61,BR-7,AG-16,12/11/2024,17542.24,Installments,3508.45,14033.79,12,0.2,1169.48,7016.9,45,egp,1/1/1900
ORD-11428,CUST-787,PROD-126,BR-2,AG-9,4/19/2024,24564.91,Cash,24564.91,0,0,0,0,0,0,EGP,
ORD-11429,CUST-264,PROD-195,BR-8,AG-17,11/17/2024,45579.26,Installments,9115.85,36463.41,12,0.2,0,18231.7,15,EGP,4/4/2026
ORD-11430,CUST-192,PROD-75,BR-3,AG-11,8/30/2024,56958.05,Installments,11391.61,45566.44,12,0.2,3797.2,22783.22,0,EGP,4/4/2026
ORD-11431,CUST-403,PROD-190,BR-1,AG-1,1/4/2025,36488.62,Installments,7297.72,29190.9,12,0.2,2432.57,14595.45,15,EGP,4/4/2026
ORD-11432,CUST-845,PROD-121,BR-10,AG-7,4/16/2024,14860.98,Installments,2972.2,11888.78,12,0.2,990.73,5944.39,0,EGP,4/4/2026
ORD-11433,CUST-864,PROD-82,BR-7,AG-3,10/15/2024,68472.8,Installments,13694.56,54778.24,12,0.2,4564.85,27389.12,0,EGP,4/4/2026
ORD-11434,CUST-311,PROD-84,BR-5,AG-12,3/28/2024,22823.04,Installments,4564.61,18258.43,12,0.2,1521.54,9129.22,0,EGP,4/4/2026
ORD-11435,CUST-352,PROD-120,BR-4,AG-9,2/14/2024,31595.11,Cash,31595.11,0,0,0,0,0,0,EGP,
ORD-11436,CUST-297,PROD-122,BR-9,AG-17,7/18/2024,10229.64,Cash,10229.64,0,0,0,0,0,0,EGP,
ORD-11437,CUST-345,PROD-70,BR-2,AG-4,4/2/2024,18584.71,Installments,3716.94,14867.77,12,0.2,1238.98,7433.88,0,Pound,4/4/2026
ORD-11438,CUST-704,PROD-95,BR-6,AG-16,10/5/2024,46639.52,Installments,9327.9,37311.62,12,0.2,3109.3,18655.81,0,EGP,4/4/2026
ORD-11439,CUST-368,PROD-90,BR-4,AG-13,6/1/2024,70385.18,Installments,14077.04,56308.14,12,0.2,4692.35,28154.07,0,EGP,4/4/2026
ORD-11440,CUST-489,PROD-164,BR-1,AG-18,12/28/2024,47721.4,Installments,9544.28,38177.12,12,0.2,3181.43,19088.56,0,EGP,4/4/2026
ORD-11441,CUST-102,PROD-162,BR-10,AG-14,4/25/2024,80631.8,Installments,16126.36,64505.44,12,0.2,5375.45,32252.72,0,egp,4/4/2026
ORD-11442,CUST-498,PROD-124,BR-10,AG-19,10/11/2024,53982.66,Cash,53982.66,0,0,0,0,0,0,EGP,
ORD-11443,CUST-434,PROD-112,BR-6,AG-20,5/15/2024,86684.22,Cash,86684.22,0,0,0,0,0,0,Pound,
ORD-11444,CUST-851,PROD-88,BR-5,AG-14,11/2/2024,89705.82,Installments,17941.16,71764.66,12,0.2,5980.39,35882.33,120,EGP,4/4/2026
ORD-11445,CUST-496,PROD-148,BR-5,AG-21,2/25/2024,70728.61,Cash,70728.61,0,0,0,0,0,0,egp,
ORD-11446,CUST-552,PROD-173,BR-3,AG-20,2/13/2024,15277.08,Cash,15277.08,0,0,0,0,0,0,egp,
ORD-11447,CUST-135,PROD-57,BR-10,AG-25,7/25/2024,24790.24,Cash,24790.24,0,0,0,0,0,0,EGP,
ORD-11448,CUST-796,PROD-142,BR-3,AG-10,1/25/2025,43241.58,Cash,43241.58,0,0,0,0,0,0,EGP,
ORD-11449,CUST-488,PROD-140,BR-7,AG-17,8/21/2024,62895.29,Cash,62895.29,0,0,0,0,0,0,EGP,
ORD-11450,CUST-349,PROD-104,BR-5,AG-12,12/11/2024,29849.41,Installments,5969.88,23879.53,12,0.2,1989.96,11939.76,0,EGP,4/4/2026
ORD-11451,CUST-319,PROD-92,BR-9,AG-9,4/2/2024,19720.45,Installments,3944.09,15776.36,12,0.2,1314.7,7888.18,0,Pound,4/4/2026
ORD-11452,CUST-804,PROD-197,BR-4,AG-15,9/26/2024,83119.23,Installments,16623.85,66495.38,12,0.2,5541.28,33247.69,0,EGP,4/4/2026
ORD-11453,CUST-482,PROD-182,BR-2,AG-24,3/17/2024,39614.08,Installments,7922.82,31691.26,12,0.2,2640.94,15845.63,0,EGP,4/4/2026
ORD-11454,CUST-818,PROD-185,BR-4,AG-5,1/19/2025,81790.8,Cash,81790.8,0,0,0,0,0,0,EGP,
ORD-11455,CUST-223,PROD-56,BR-10,AG-9,12/30/2028,27915.64,Installments,5583.13,22332.51,12,0.2,1861.04,11166.26,0,EGP,4/4/2026
ORD-11456,CUST-471,PROD-155,BR-7,AG-14,8/25/2024,63567.03,Installments,12713.41,50853.62,12,0.2,4237.8,25426.81,45,EGP,4/4/2026
ORD-11457,CUST-302,PROD-145,BR-6,AG-13,1/30/2025,81927.03,Installments,16385.41,65541.62,12,0.2,5461.8,32770.81,0,egp,4/4/2026
ORD-11458,CUST-145,PROD-101,BR-10,AG-21,1/30/2025,21165.49,Installments,4233.1,16932.39,12,0.2,1411.03,8466.2,0,EGP,4/4/2026
ORD-11459,CUST-831,PROD-79,BR-3,AG-6,5/24/2024,78728.53,Installments,15745.71,62982.82,12,0.2,5248.57,31491.41,0,egp,4/4/2026
ORD-11460,CUST-875,PROD-133,BR-3,AG-13,3/2/2024,82151.05,Installments,16430.21,65720.84,12,0.2,5476.74,32860.42,0,EGP,4/4/2026
ORD-11461,CUST-238,PROD-196,BR-1,AG-25,1/13/2025,85056.26,Installments,17011.25,68045.01,12,0.2,5670.42,34022.5,0,EGP,1/1/1900
ORD-11462,CUST-536,PROD-101,BR-1,AG-12,1/31/2024,23411.19,Installments,4682.24,18728.95,12,0.2,1560.75,9364.48,0,EGP,4/4/2026
ORD-11463,CUST-440,PROD-169,BR-8,AG-10,10/13/2024,15103.71,Installments,3020.74,12082.97,12,0.2,1006.91,6041.48,0,Pound,4/4/2026
ORD-11464,CUST-686,PROD-97,BR-7,AG-13,4/15/2024,19806.19,Installments,3961.24,15844.95,12,0.2,1320.41,7922.48,15,EGP,4/4/2026
ORD-11465,CUST-307,PROD-112,BR-8,AG-13,1/24/2025,47177.14,Installments,9435.43,37741.71,12,0.2,3145.14,18870.86,0,EGP,4/4/2026
ORD-11466,CUST-928,PROD-117,BR-4,AG-11,3/21/2024,61521.95,Cash,61521.95,0,0,0,0,0,0,EGP,
ORD-11467,CUST-256,PROD-78,BR-7,AG-16,10/31/2024,23089.76,Installments,4617.95,18471.81,12,0.2,1539.32,9235.9,0,EGP,4/4/2026
ORD-11468,CUST-196,PROD-80,BR-8,AG-15,8/19/2024,21036.06,Installments,4207.21,16828.85,12,0.2,1402.4,8414.42,0,EGP,4/4/2026
ORD-11469,CUST-766,PROD-165,BR-10,AG-1,7/7/2024,58974.93,Installments,11794.99,47179.94,12,0.2,3931.66,23589.97,0,EGP,4/4/2026
ORD-11470,CUST-369,PROD-92,BR-5,AG-24,10/27/2024,75609.32,Installments,15121.86,60487.46,12,0.2,5040.62,30243.73,0,Pound,4/4/2026
ORD-11471,CUST-497,PROD-99,BR-1,AG-20,1/24/2024,87943.17,Installments,17588.63,70354.54,12,0.2,5862.88,35177.27,0,EGP,4/4/2026
ORD-11472,CUST-447,PROD-157,BR-7,AG-2,8/23/2024,82726.73,Cash,82726.73,0,0,0,0,0,0,EGP,
ORD-11473,CUST-596,PROD-166,BR-4,AG-20,9/28/2024,66060.81,Installments,13212.16,52848.65,12,0.2,4404.05,26424.32,0,EGP,4/4/2026
ORD-11474,CUST-680,PROD-81,BR-10,AG-11,2/13/2024,79761.41,Cash,79761.41,0,0,0,0,0,0,Pound,
ORD-11475,CUST-628,PROD-111,BR-1,AG-10,1/5/2025,16592.18,Installments,3318.44,13273.74,12,0.2,1106.15,6636.87,0,EGP,4/4/2026
ORD-11476,CUST-261,PROD-128,BR-9,AG-3,8/24/2024,44281.15,Installments,8856.23,35424.92,12,0.2,2952.08,17712.46,120,EGP,4/4/2026
ORD-11477,CUST-146,PROD-166,BR-4,AG-17,8/7/2024,63602.31,Installments,12720.46,50881.85,12,0.2,4240.15,25440.92,0,EGP,4/4/2026
ORD-11478,CUST-565,PROD-149,BR-3,AG-25,4/19/2024,76481.56,Installments,15296.31,61185.25,12,0.2,5098.77,30592.62,15,EGP,4/4/2026
ORD-11479,CUST-100,PROD-120,BR-9,AG-18,1/22/2025,63002.44,Installments,12600.49,50401.95,12,0.2,4200.16,25200.98,0,EGP,4/4/2026
ORD-11480,CUST-138,PROD-112,BR-7,AG-13,1/11/2024,64565.53,Cash,64565.53,0,0,0,0,0,0,EGP,
ORD-11481,CUST-577,PROD-52,BR-1,AG-2,9/17/2024,22777.08,Installments,4555.42,18221.66,12,0.2,1518.47,9110.83,0,EGP,4/4/2026
ORD-11482,CUST-716,PROD-155,BR-5,AG-14,6/7/2024,85631.95,Installments,17126.39,68505.56,12,0.2,0,34252.78,0,egp,4/4/2026
ORD-11483,CUST-765,PROD-56,BR-1,AG-24,12/30/2028,37039.21,Cash,37039.21,0,0,0,0,0,0,egp,
ORD-11484,CUST-237,PROD-154,BR-8,AG-10,1/24/2025,87522.04,Installments,17504.41,70017.63,12,0.2,5834.8,35008.82,0,EGP,4/4/2026
ORD-11485,CUST-355,PROD-172,BR-1,AG-2,10/2/2024,65218.64,Cash,65218.64,0,0,0,0,0,0,EGP,
ORD-11486,CUST-341,PROD-196,BR-2,AG-1,9/26/2024,77072.43,Cash,77072.43,0,0,0,0,0,0,Pound,
ORD-11487,CUST-539,PROD-59,BR-1,AG-12,4/25/2024,25548.72,Cash,25548.72,0,0,0,0,0,0,EGP,
ORD-11488,CUST-339,PROD-66,BR-10,AG-6,11/27/2024,44246.65,Cash,44246.65,0,0,0,0,0,0,egp,
ORD-11489,CUST-273,PROD-183,BR-1,AG-17,12/10/2024,23782.11,Cash,23782.11,0,0,0,0,0,0,EGP,
ORD-11490,CUST-420,PROD-97,BR-2,AG-3,10/13/2024,35260.39,Installments,7052.08,28208.31,12,0.2,2350.69,14104.16,0,EGP,4/4/2026
ORD-11491,CUST-963,PROD-50,BR-10,AG-18,1/12/2024,58143.95,Installments,11628.79,46515.16,12,0.2,3876.26,23257.58,0,EGP,4/4/2026
ORD-11492,CUST-140,PROD-72,BR-1,AG-1,6/12/2024,55271.64,Cash,55271.64,0,0,0,0,0,0,EGP,
ORD-11493,CUST-241,PROD-107,BR-4,AG-2,7/2/2024,30718.76,Installments,6143.75,24575.01,12,0.2,2047.92,12287.5,45,EGP,4/4/2026
ORD-11494,CUST-844,PROD-78,BR-5,AG-18,5/12/2024,66634.78,Installments,13326.96,53307.82,12,0.2,4442.32,26653.91,15,Pound,4/4/2026
ORD-11495,CUST-291,PROD-134,BR-1,AG-16,6/23/2024,39152.08,Installments,7830.42,31321.66,12,0.2,2610.14,15660.83,0,egp,4/4/2026
ORD-11496,CUST-551,PROD-154,BR-7,AG-3,5/26/2024,19069.89,Installments,3813.98,15255.91,12,0.2,1271.33,7627.96,0,EGP,4/4/2026
ORD-11497,CUST-209,PROD-54,BR-9,AG-25,11/28/2024,39976.07,Installments,7995.21,31980.86,12,0.2,2665.07,15990.43,0,EGP,4/4/2026
ORD-11498,CUST-870,PROD-93,BR-6,AG-12,1/20/2025,41517.31,Installments,8303.46,33213.85,12,0.2,0,16606.92,0,EGP,4/4/2026
ORD-11499,CUST-110,PROD-193,BR-8,AG-23,10/29/2024,71455.39,Installments,14291.08,57164.31,12,0.2,4763.69,28582.16,15,egp,4/4/2026
ORD-11500,CUST-231,PROD-171,BR-1,AG-25,12/25/2024,80688.43,Installments,16137.69,64550.74,12,0.2,5379.23,32275.37,0,EGP,4/4/2026
ORD-11501,CUST-291,PROD-84,BR-4,AG-11,2/1/2025,85760.81,Cash,85760.81,0,0,0,0,0,0,EGP,
ORD-11502,CUST-890,PROD-182,BR-9,AG-19,12/3/2024,86247.9,Cash,86247.9,0,0,0,0,0,0,EGP,
ORD-11503,CUST-968,PROD-107,BR-2,AG-23,10/22/2024,73666.23,Cash,73666.23,0,0,0,0,0,0,Pound,
ORD-11504,CUST-824,PROD-189,BR-6,AG-16,3/20/2024,89912.49,Installments,17982.5,71929.99,12,0.2,5994.17,35965,45,EGP,4/4/2026
ORD-11505,CUST-819,PROD-88,BR-5,AG-13,2/12/2024,38474.36,Installments,7694.87,30779.49,12,0.2,2564.96,15389.74,15,EGP,1/1/1900
ORD-11506,CUST-738,PROD-57,BR-9,AG-3,2/12/2024,36688.2,Cash,36688.2,0,0,0,0,0,0,EGP,
ORD-11507,CUST-124,PROD-154,BR-6,AG-5,10/11/2024,27217.76,Cash,27217.76,0,0,0,0,0,0,EGP,
ORD-11508,CUST-928,PROD-188,BR-7,AG-12,2/12/2024,57143.2,Installments,11428.64,45714.56,12,0.2,3809.55,22857.28,0,EGP,4/4/2026
ORD-11509,CUST-520,PROD-107,BR-10,AG-6,4/1/2024,27221.56,Installments,5444.31,21777.25,12,0.2,1814.77,10888.62,45,EGP,1/1/1900
ORD-11510,CUST-910,PROD-108,BR-8,AG-19,1/7/2025,54248.62,Installments,10849.72,43398.9,12,0.2,3616.57,21699.45,0,EGP,4/4/2026
ORD-11511,CUST-187,PROD-70,BR-2,AG-14,5/15/2024,63453.35,Installments,12690.67,50762.68,12,0.2,4230.22,25381.34,0,EGP,4/4/2026
ORD-11512,CUST-158,PROD-109,BR-1,AG-6,9/1/2024,22140.24,Installments,4428.05,17712.19,12,0.2,1476.02,8856.1,15,EGP,4/4/2026
ORD-11513,CUST-565,PROD-165,BR-5,AG-17,3/21/2024,75966.79,Installments,15193.36,60773.43,12,0.2,5064.45,30386.72,15,EGP,4/4/2026
ORD-11514,CUST-331,PROD-133,BR-8,AG-13,1/8/2024,86318.16,Installments,17263.63,69054.53,12,0.2,5754.54,34527.26,120,Pound,4/4/2026
ORD-11515,CUST-776,PROD-163,BR-3,AG-22,12/7/2024,82662.45,Installments,16532.49,66129.96,12,0.2,5510.83,33064.98,0,EGP,4/4/2026
ORD-11516,CUST-521,PROD-106,BR-8,AG-24,1/5/2024,56165.01,Installments,11233,44932.01,12,0.2,3744.33,22466,0,EGP,4/4/2026
ORD-11517,CUST-638,PROD-99,BR-3,AG-20,8/2/2024,57959.51,Installments,11591.9,46367.61,12,0.2,3863.97,23183.8,0,EGP,4/4/2026
ORD-11518,CUST-352,PROD-128,BR-6,AG-22,11/6/2024,84059.01,Installments,16811.8,67247.21,12,0.2,5603.93,33623.6,0,EGP,4/4/2026
ORD-11519,CUST-983,PROD-107,BR-4,AG-16,5/19/2024,25854.83,Installments,5170.97,20683.86,12,0.2,1723.66,10341.93,0,EGP,4/4/2026
ORD-11520,CUST-938,PROD-93,BR-7,AG-3,2/3/2025,32578.36,Installments,6515.67,26062.69,12,0.2,2171.89,13031.34,45,Pound,4/4/2026
ORD-11521,CUST-323,PROD-98,BR-2,AG-8,6/21/2024,55071.58,Installments,11014.32,44057.26,12,0.2,3671.44,22028.63,0,EGP,4/4/2026
ORD-11522,CUST-731,PROD-183,BR-7,AG-17,7/6/2024,21878.71,Cash,21878.71,0,0,0,0,0,0,EGP,
ORD-11523,CUST-507,PROD-139,BR-9,AG-10,2/3/2025,79840.68,Cash,79840.68,0,0,0,0,0,0,EGP,
ORD-11524,CUST-549,PROD-90,BR-6,AG-16,4/14/2024,20808.43,Installments,4161.69,16646.74,12,0.2,1387.23,8323.37,0,EGP,4/4/2026
ORD-11525,CUST-903,PROD-145,BR-10,AG-4,7/13/2024,15921.32,Cash,15921.32,0,0,0,0,0,0,Pound,
ORD-11526,CUST-547,PROD-65,BR-1,AG-17,4/11/2024,33208.18,Cash,33208.18,0,0,0,0,0,0,EGP,
ORD-11527,CUST-742,PROD-110,BR-7,AG-1,6/6/2024,24520.5,Cash,24520.5,0,0,0,0,0,0,EGP,
ORD-11528,CUST-553,PROD-68,BR-6,AG-16,9/4/2024,83650.52,Cash,83650.52,0,0,0,0,0,0,EGP,
ORD-11529,CUST-642,PROD-141,BR-1,AG-16,1/10/2025,42118.93,Installments,8423.79,33695.14,12,0.2,2807.93,16847.57,120,EGP,4/4/2026
ORD-11530,CUST-810,PROD-162,BR-5,AG-11,5/17/2024,43378.49,Cash,43378.49,0,0,0,0,0,0,EGP,
ORD-11531,CUST-141,PROD-64,BR-8,AG-23,6/22/2024,77946.87,Installments,15589.37,62357.5,12,0.2,5196.46,31178.75,0,EGP,4/4/2026
ORD-11532,CUST-220,PROD-58,BR-4,AG-17,6/15/2024,21393.46,Cash,21393.46,0,0,0,0,0,0,Pound,
ORD-11533,CUST-638,PROD-168,BR-8,AG-24,9/20/2024,71008.07,Installments,14201.61,56806.46,12,0.2,4733.87,28403.23,0,EGP,4/4/2026
ORD-11534,CUST-148,PROD-172,BR-10,AG-24,11/24/2024,59013.57,Installments,11802.71,47210.86,12,0.2,3934.24,23605.43,45,EGP,4/4/2026
ORD-11535,CUST-192,PROD-170,BR-1,AG-1,9/28/2024,76774.17,Cash,76774.17,0,0,0,0,0,0,Pound,
ORD-11536,CUST-747,PROD-69,BR-7,AG-10,8/22/2024,11885.68,Installments,2377.14,9508.54,12,0.2,792.38,4754.27,15,egp,4/4/2026
ORD-11537,CUST-489,PROD-143,BR-6,AG-19,5/17/2024,14896.84,Installments,2979.37,11917.47,12,0.2,993.12,5958.74,0,egp,4/4/2026
ORD-11538,CUST-983,PROD-135,BR-5,AG-20,1/21/2024,10571.47,Installments,2114.29,8457.18,12,0.2,704.76,4228.59,120,egp,4/4/2026
ORD-11539,CUST-497,PROD-68,BR-1,AG-12,7/10/2024,32514.64,Installments,6502.93,26011.71,12,0.2,2167.64,13005.86,0,EGP,4/4/2026
ORD-11540,CUST-457,PROD-128,BR-1,AG-17,8/1/2024,35778.37,Installments,7155.67,28622.7,12,0.2,2385.22,14311.35,120,EGP,4/4/2026
ORD-11541,CUST-905,PROD-126,BR-1,AG-6,6/10/2024,10087.12,Installments,2017.42,8069.7,12,0.2,672.47,4034.85,0,EGP,4/4/2026
ORD-11542,CUST-395,PROD-125,BR-10,AG-7,12/30/2028,74420.1,Installments,14884.02,59536.08,12,0.2,4961.34,29768.04,0,EGP,4/4/2026
ORD-11543,CUST-619,PROD-80,BR-8,AG-12,12/30/2028,59583.79,Cash,59583.79,0,0,0,0,0,0,EGP,
ORD-11544,CUST-552,PROD-128,BR-1,AG-15,1/6/2024,52046.71,Installments,10409.34,41637.37,12,0.2,3469.78,20818.68,0,EGP,4/4/2026
ORD-11545,CUST-217,PROD-121,BR-5,AG-14,6/25/2024,13058.94,Installments,2611.79,10447.15,12,0.2,870.6,5223.58,0,EGP,4/4/2026
ORD-11546,CUST-641,PROD-104,BR-8,AG-24,1/9/2025,67356.43,Cash,67356.43,0,0,0,0,0,0,EGP,
ORD-11547,CUST-576,PROD-100,BR-9,AG-2,12/30/2028,10928.8,Cash,10928.8,0,0,0,0,0,0,egp,
ORD-11548,CUST-670,PROD-92,BR-4,AG-19,8/6/2024,79007.83,Cash,79007.83,0,0,0,0,0,0,EGP,
ORD-11549,CUST-293,PROD-107,BR-5,AG-21,2/16/2024,24570.61,Cash,24570.61,0,0,0,0,0,0,EGP,
ORD-11550,CUST-808,PROD-150,BR-5,AG-6,4/23/2024,59478.1,Installments,11895.62,47582.48,12,0.2,3965.21,23791.24,0,Pound,4/4/2026
